season,week,contestant,voting_method,p_wrongful,p_correct,ci_lower,ci_upper,n_samples,wrongful_count,correct_count,classification,fan_vote_lower,fan_vote_upper,fan_vote_mean,fan_vote_median
9,1,Ashley Hamiliton,percent,0.7772,0.2228,0.7654552485256298,0.7885191218860954,5000,3886,1114,Uncertain,0.009999000000000001,0.0827489678114988,0.040490391550929046,0.03762042338349323
9,1,Macy Gray,percent,0.7796,0.2204,0.7678979400707361,0.7908727452363288,5000,3898,1102,Uncertain,0.009999000000000001,0.0827489678114988,0.04051937424940967,0.038108920928836415
9,2,Kathy Ireland,percent,0.7746,0.2254,0.7628096232359446,0.785968739372496,5000,3873,1127,Uncertain,0.009999000000000001,0.08163279591836735,0.04300517841913206,0.0416783203173811
9,3,Debi Mazar,percent,0.7794,0.2206,0.7676943611628184,0.7906766312363014,5000,3897,1103,Uncertain,0.009999000000000001,0.08795483482409068,0.04563675289698282,0.04404794756140067
9,4,Chuck Liddell,percent,0.7046,0.2954,0.6918009631654926,0.7170848816622094,5000,3523,1477,Uncertain,0.009999000000000001,0.11157042975206614,0.05581185986712892,0.05253308921685099
9,5,Natalie Coughlin,percent,0.751,0.249,0.7388238986577513,0.7627907008131831,5000,3755,1245,Uncertain,0.009999000000000001,0.1090911090909091,0.05951949311238875,0.0594082888070227
9,6,Melissa Joan Hart,percent,0.7338,0.2662,0.7213731069956117,0.7458679023920556,5000,3669,1331,Uncertain,0.009999000000000001,0.14490412130186217,0.0740361894483749,0.07232085782157105
9,6,Louie Vito,percent,0.7396,0.2604,0.727254950069367,0.7515771536487044,5000,3698,1302,Uncertain,0.009999000000000001,0.14490378476223573,0.07465549236799682,0.07286979949473324
9,7,Mark Dacascos,percent,0.6408,0.3592,0.627398136424269,0.6539856707689883,5000,3204,1796,Uncertain,0.009999000000000001,0.1868426885090218,0.09978157791777344,0.09859389074463629
9,7,Michael Irvin,percent,0.7542,0.2458,0.7420733003073688,0.7659363856906852,5000,3771,1229,Uncertain,0.009999000000000001,0.177346012345679,0.09937207259822876,0.09960712721140129
9,8,Aaron Carter,percent,0.602,0.398,0.5883588303875164,0.6154845526644172,5000,3010,1990,Uncertain,0.009999000000000001,0.20916070534351144,0.13020722268145624,0.13304868132617792
9,9,Joanna Krupa,percent,0.5644,0.4356,0.5506118928281887,0.578089223530091,5000,2822,2178,Uncertain,0.009999000000000001,0.24687462987982148,0.16602075358930898,0.1722980218310023
10,2,Shannen Doherty,percent,0.846,0.154,0.8357296907150209,0.8557390400297733,5000,4230,770,Uncertain,0.009999000000000001,0.09090927272727271,0.050674563340378974,0.05043442575048283
10,3,Buzz Aldrin,percent,0.4944,0.5056,0.4805511957786561,0.5082574027988849,5000,2472,2528,Uncertain,0.009999000000000001,0.13596079113300494,0.06315334952822299,0.05912460813822407
10,4,Aiden Turner,percent,0.6616,0.3384,0.648364909227268,0.674586960392266,5000,3308,1692,Uncertain,0.009999000000000001,0.13327365738244984,0.06898434277953062,0.0678050380230529
10,5,Kate Gosselin,percent,0.5284,0.4716,0.5145465736609077,0.5422098192672776,5000,2642,2358,Uncertain,0.009999000000000001,0.16329504768786127,0.08026645621013889,0.07675689877064648
10,6,Jake Pavelka,percent,0.6086,0.3914,0.5949931298649711,0.6220401191491465,5000,3043,1957,Uncertain,0.009999000000000001,0.1660974243854952,0.09076830036593132,0.09023338243374213
10,7,Pamela Anderson,percent,0.6902,0.3098,0.6772406869431501,0.7028672685125142,5000,3451,1549,Uncertain,0.009999000000000001,0.16934652840300107,0.10330944320168581,0.10569892777705596
10,8,Niecy Nash,percent,0.4924,0.5076,0.47855346223215445,0.5062582072659368,5000,2462,2538,Uncertain,0.009999000000000001,0.23003992569169965,0.13316415548109475,0.13395490842256735
10,9,Chad Ochocinco,percent,0.4424,0.5576,0.42868241375932786,0.45620602875252153,5000,2212,2788,Uncertain,0.009999000000000001,0.26991200442477875,0.17081833785780917,0.17475728355219194
11,1,David Hasselhoff,percent,0.7234,0.2766,0.7108330700752568,0.7356239080992724,5000,3617,1383,Uncertain,0.009999000000000001,0.1005875381791483,0.05166416275588927,0.0497059788619561
11,2,Michael Bolton,percent,0.4334,0.5666,0.41972051410147965,0.4471817475528462,5000,2167,2833,Uncertain,0.009999000000000001,0.12751972110242696,0.058022723468007825,0.054107759931229044
11,3,Margaret Cho,percent,0.654,0.346,0.6407007595485921,0.6670627795690331,5000,3270,1730,Uncertain,0.009999000000000001,0.11855223619909502,0.06153865419193526,0.06031021379243657
11,4,The Situation,percent,0.5808,0.4192,0.567065946751278,0.594409988058489,5000,2904,2096,Uncertain,0.009999000000000001,0.14401015394165115,0.07036322591519185,0.06624508622567263
11,5,Florence Henderson,percent,0.7276,0.2724,0.7150885999775899,0.7397619292637835,5000,3638,1362,Uncertain,0.009999000000000001,0.13461563461538462,0.07516665392277952,0.07488227659931705
11,6,Audrina Patridge,percent,0.824,0.176,0.8131965801997328,0.8343059306711148,5000,4120,880,Uncertain,0.009999000000000001,0.13112564286697723,0.08202699476718983,0.08443447226737916
11,7,Rick Fox,percent,0.6978,0.3022,0.6849234317382891,0.710372854219284,5000,3489,1511,Uncertain,0.009999000000000001,0.16786604076738612,0.10266933389539715,0.10451632674659461
11,8,Kurt Warner,percent,0.5468,0.4532,0.5329708721925923,0.5605572682665301,5000,2734,2266,Uncertain,0.009999000000000001,0.21886832452830193,0.13166902100554523,0.13347029998044335
11,9,Brandy,percent,0.5438,0.4562,0.5299656190588197,0.5575671277811282,5000,2719,2281,Uncertain,0.009999000000000001,0.25000049999999996,0.16621068470217132,0.17235407017652826
12,2,Mike Catherwood,percent,0.7422,0.2578,0.7298925288398849,0.754135582681471,5000,3711,1289,Uncertain,0.009999000000000001,0.10311465993265993,0.05425109753788721,0.053096851429508075
12,3,Wendy Williams,percent,0.5264,0.4736,0.5125450700928168,0.5402143937559188,5000,2632,2368,Uncertain,0.009999000000000001,0.12990674205607478,0.06342046496221096,0.060319026972374304
12,4,Sugar Ray Leonard,percent,0.7258,0.2742,0.713264633211564,0.7379886598583045,5000,3629,1371,Uncertain,0.009999000000000001,0.12028069687162897,0.06563324639665337,0.06555554753874204
12,5,Petra Nemcova,percent,0.694,0.306,0.6810815487747273,0.7066205719318914,5000,3470,1530,Uncertain,0.009999000000000001,0.13659818814432992,0.07579223205194355,0.07575857484033711
12,6,Chris Jericho,percent,0.5878,0.4122,0.5740937234996372,0.6013714630882036,5000,2939,2061,Uncertain,0.009999000000000001,0.16349234920634922,0.08985712199606376,0.08916945032707622
12,7,Kendra Wilkinson,percent,0.6792,0.3208,0.6661280646242451,0.691996780894446,5000,3396,1604,Uncertain,0.009999000000000001,0.1715299531388152,0.103663568704798,0.10575361934368821
12,8,Romeo,percent,0.6516,0.3484,0.6382812760835644,0.664685948138721,5000,3258,1742,Uncertain,0.009999000000000001,0.20000040000000002,0.12802375470668365,0.1313468395643456
12,9,Ralph Macchio,percent,0.3828,0.6172,0.36942167399212555,0.3963582819521234,5000,1914,3086,Uncertain,0.009999000000000001,0.2957451808510638,0.17420429813387872,0.17601380783578757
13,1,Metta World Peace (Ron),percent,0.6682,0.3318,0.6550236775973697,0.6811180579843483,5000,3341,1659,Uncertain,0.009999000000000001,0.10215070430107527,0.05149634317428897,0.04907012585268944
13,2,Elisabetta Canalis,percent,0.8434,0.1566,0.8330632006596455,0.8532095222818643,5000,4217,783,Uncertain,0.009999000000000001,0.08764796004891968,0.049582087972725966,0.049709911785904344
13,3,Kristin Cavallari,percent,0.8386,0.1614,0.8281429940300123,0.848537099120818,5000,4193,807,Uncertain,0.009999000000000001,0.09873437721518988,0.0560926230687862,0.05588633287852728
13,4,Chynna Phillips,percent,0.738,0.262,0.725632100089178,0.7500024603653336,5000,3690,1310,Uncertain,0.009999000000000001,0.12174397554492294,0.06671234784452408,0.06565089453787276
13,5,Carson Kressley,percent,0.5928,0.4072,0.5791153038981784,0.6063422053882865,5000,2964,2036,Uncertain,0.009999000000000001,0.14893642021276599,0.07901161224837418,0.07817058585639536
13,6,Chaz Bono,percent,0.5916,0.4084,0.5779099918522723,0.605149359986523,5000,2958,2042,Uncertain,0.009999000000000001,0.17125674010327022,0.09163073625370624,0.09086416244191903
13,7,David Arquette,percent,0.6636,0.3364,0.6503824154091015,0.6765663832898822,5000,3318,1682,Uncertain,0.009999000000000001,0.1729241103526735,0.1039420777169989,0.10626204532710917
13,8,Nancy Grace,percent,0.4648,0.5352,0.45100739978078513,0.4786466484209006,5000,2324,2676,Uncertain,0.009999000000000001,0.23011623011583013,0.13222487657235757,0.1325579252012705
13,9,Hope Solo,percent,0.3518,0.6482,0.3386818601915939,0.36514569502118516,5000,1759,3241,Uncertain,0.009999000000000001,0.29325026054751285,0.1721951887016089,0.17333715662168447
14,2,Martina Navratilova,percent,0.6178,0.3822,0.6042452736160189,0.6311738491635672,5000,3089,1911,Uncertain,0.009999000000000001,0.1034698073110285,0.05143346901979624,0.049097337883553485
14,3,Jack Wagner,percent,0.7974,0.2026,0.7860324929515007,0.8083108611626663,5000,3987,1013,Uncertain,0.009999000000000001,0.09610407792207794,0.052855196086051534,0.05212568437864261
14,4,Sherri Sheperd,percent,0.7538,0.2462,0.7416670767959982,0.765543223386166,5000,3769,1231,Uncertain,0.009999000000000001,0.10987144463519312,0.06039075395675837,0.059965665188167025
14,5,Gavin DeGraw,percent,0.5804,0.4196,0.5666644449679895,0.5940121040258876,5000,2902,2098,Uncertain,0.009999000000000001,0.13740101587301587,0.06894928878291288,0.06629917205527355
14,6,Gladys Knight,percent,0.5282,0.4718,0.5143464132909682,0.5420102867292723,5000,2641,2359,Uncertain,0.009999000000000001,0.15697674179668317,0.07934847370204659,0.07685813514127751
14,7,Jaleel White,percent,0.7298,0.2702,0.7173182379049,0.7419289133238679,5000,3649,1351,Uncertain,0.009999000000000001,0.14674999377189568,0.08688391472230993,0.08813081633739538
14,8,Roshon Fegan,percent,0.8036,0.1964,0.7923567898486168,0.8143770444118441,5000,4018,982,Uncertain,0.009999000000000001,0.1955539168195719,0.12014211061597439,0.12270638154165076
14,8,Melissa Gilbert,percent,0.695,0.305,0.6820924711707316,0.707608114075612,5000,3475,1525,Uncertain,0.009999000000000001,0.2077863327217125,0.12130181609433842,0.12283232607316373
14,9,Maria Menounos,percent,0.5644,0.4356,0.5506118928281887,0.578089223530091,5000,2822,2178,Uncertain,0.009999000000000001,0.24347876086956521,0.16364271861357477,0.16991143179687518
15,1,Pamela Anderson,percent,0.6486,0.3514,0.6352574398215638,0.6617143907815473,5000,3243,1757,Uncertain,0.009999000000000001,0.09236348671581583,0.04682809205931897,0.04498305772976645
